fund_type,fund_code,fund_description,department_number,department,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,amount
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,130,POSTAGE,39181.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,135,DELEGATE AGENCIES,484200.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,140,PROF & TECHNICAL SERVICES,1990676.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,150,PUBLICATN & REPRODT-OUT,36000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,153,PROMOTIONS,9000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,157,RENTAL EQUIPMENT AND SERVICES,7200.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,159,LEASE PURCHASE AGREEMNT,60000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,161,MAINT FACILITIES,70000.00
LOCAL,300,VEHICLE FUND,31,LAW,DEPARTMENT OF LAW,2005,2005 - DEPARTMENT OF LAW,166,DUES  SUBSC & MEM,4483.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,172,INSURANCE PREMIUMS,125896.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,181,MOBILE COMM SERVICES,12690.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,189,TELEPHONE NON-CENTREX,10000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,190,TELEPHONE-CENTREX,114000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,191,TELEPHONE-RELOCATIONS,4000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,197,TELEPHONE-MAINTENANCE,22200.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,350,STATIONERY AND OFFICE SUPPL,12422.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,900,SPECIFIC PURPOSE-FINANC,59400.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,9188,MILLENNIUM PARK OPERATIONS,6462775.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,9288,MILLENNIUM PARK PROGRAMMING,674000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,9438,REIMBURSEMENT - DGS,20500.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2005,2005 - BUREAU OF CULTURAL AFFAIRS,9440,REIMBURSEMENT - FLEET,6743.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,5,SALARIES AND WAGES - ON PAYROLL,3487717.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,15,SCHEDULE SALARY ADJ,18603.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,-313728.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,39,STUDENT AS TRAINEES,45000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,140,PROF & TECHNICAL SERVICES,587000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,150,PUBLICATN & REPRODT-OUT,10246.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,152,ADVERTISING,24120.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,153,PROMOTIONS,18288.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,157,RENTAL EQUIPMENT AND SERVICES,15600.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,166,DUES  SUBSC & MEM,3276.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,172,INSURANCE PREMIUMS,179758.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,181,MOBILE COMM SERVICES,20000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,190,TELEPHONE-CENTREX,33000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,197,TELEPHONE-MAINTENANCE,4500.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,229,TRAN/EXP ALLOWANCE,2948.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,245,REIMBURSEMENT TRAVELERS,720.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,340,MATERIAL AND SUPPLIES,9171.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,350,STATIONERY AND OFFICE SUPPL,10481.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,9438,REIMBURSEMENT - DGS,100000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,9801,SPECIAL EVENTS PROJECT,195000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,9803,FOR PROGRAMMING/MARKETG,1480000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,9805,FOR FESTIVAL PRODUCTION,8043470.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,9807,FOR REDEMPTION EXPENSES,4960000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,9809,FOR OTHER S/EVENT PROJ,104000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,9811,SPORT DEVLP ACTIVITIES,55000.00
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2010,2010 - BUREAU OF SPECIAL EVENTS,9813,LOCAL PROMOTION/MARKETG,330000.00
GRANTS,213,CULTURAL AFFAIR ACT,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2802,2802 - IAC-PARTNERS IN EXCELLENCE,123,HONORARIUMS/PERFORMANCE,38000.00
GRANTS,213,CULTURAL AFFAIR ACT,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2804,2804 - ACCESS - NEA,140,PROF & TECHNICAL SERVICES,50000.00
GRANTS,213,CULTURAL AFFAIR ACT,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2825,2825 - IAC-COMMUNITY ARTS ACCESS PGM,999,CULURL PROG/DELVP GRANT,136000.00
GRANTS,589,CDOA LOCAL PROGRAM,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2824,2824 - MILLENNIUM PARK,140,PROF & TECHNICAL SERVICES,1000000.00
GRANTS,674,SPECIAL EVENTS PROGRAMS,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2831,2831 - STATE TOURISM MATCHING GRANT,123,HONORARIUMS/PERFORMANCE,200000.00
GRANTS,674,SPECIAL EVENTS PROGRAMS,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2833,2833 - 20TH ANNUAL COUNTRY MUSIC FEST,140,PROF & TECHNICAL SERVICES,100000.00
GRANTS,865,DCA FEDERAL PROGRAM,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2800,2800 - MICD,140,PROF & TECHNICAL SERVICES,250000.00
GRANTS,865,DCA FEDERAL PROGRAM,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2819,2819 - SAVE AMERICA'S TREASURES,999,CULURL PROG/DELVP GRANT,500000.00
GRANTS,868,LOCAL TOURISM/CONVT,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2805,2805 - LOCAL TOURISM CONVENTION,5,SALARIES AND WAGES - ON PAYROLL,278594.00
GRANTS,868,LOCAL TOURISM/CONVT,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2805,2805 - LOCAL TOURISM CONVENTION,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,-38530.00
GRANTS,868,LOCAL TOURISM/CONVT,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2805,2805 - LOCAL TOURISM CONVENTION,44,FRINGE BENEFITS,150139.00
GRANTS,868,LOCAL TOURISM/CONVT,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2805,2805 - LOCAL TOURISM CONVENTION,153,PROMOTIONS,1682797.00
GRANTS,896,CULTURAL AND RECREATIONAL,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2828,2828 - TOURISM ATTRACTION DEVELOPMENT,140,PROF & TECHNICAL SERVICES,1000000.00
GRANTS,0P56,FARMERS MARKET,23,DCASE,CULTURAL AFFAIRS SPECIAL EVENT,2829,2829 - FARMERS MARKET GRANT,140,PROF & TECHNICAL SERVICES,100000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,11716010.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,12,CONTRACT WAGE-PR,100779.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,15,SCHEDULE SALARY ADJ,65104.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,20,OVERTIME,950000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,-497230.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,49,WORKER'S COMPENSATION,1000000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,91,UNIFORM ALLOWANCE,7500.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,130,POSTAGE,500.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,138,PROF SERV-IT MAINT,2112200.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,140,PROF & TECHNICAL SERVICES,14968100.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,141,APPRAISALS,40000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,142,ACCOUNTING AND AUDITING,66600.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,144,ENGINEERING AND ARCH,121000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,149,SOFTWARE MAINT/LICENSING,12000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,150,PUBLICATN & REPRODT-OUT,25000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,152,ADVERTISING,15000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,157,RENTAL EQUIPMENT AND SERVICES,13852800.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,160,REPAIR/MAINT PROPERTY,105000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,161,MAINT FACILITIES,18312200.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,162,REPAIR/MAINT EQUIPMENT,10033900.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,166,DUES  SUBSC & MEM,5000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,169,TECHNICAL MEETING COSTS,41000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,183,WATER,150000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,185,WASTE DISPOSAL SERV,400000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,186,PAGERS,10000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,190,TELEPHONE-CENTREX,490500.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,229,TRAN/EXP ALLOWANCE,100.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,245,REIMBURSEMENT TRAVELERS,9500.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,270,LOCAL TRANSPORTATION,100.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,313,CLEANING AND SAN SUPPLY,44000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,319,CLOTHING,29000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,340,MATERIAL AND SUPPLIES,2107700.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,348,BOOKS AND RELATED MTL,200.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,350,STATIONERY AND OFFICE SUPPL,20000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,360,REPAIR PARTS AND MATERIAL,55500.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,361,BUILDING MATERIAL SUPPL,8500.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,362,PAINT/PAINTING SUPPLIES,25000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,364,PLUMBING SUPPLIES,2000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,365,ELECTRICAL SUPPLIES,203000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,401,TOOL <= $100 UNIT,2000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,402,TOOLS > $100 UNIT,10000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,422,OFFICE MACHINES,5000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,423,COMMUNICATION DEVICES,114800.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,424,FURNITURE AND FURNISHINGS,3000.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,440,MACHINERY AND EQUIPMENT,441600.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,446,PURCHASE-DATA HARDWARE,40500.00
LOCAL,610,MIDWAY AIRPORT FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2010,2010 - CHICAGO MIDWAY AIRPORT,9438,REIMBURSEMENT - DGS,62000.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,5,SALARIES AND WAGES - ON PAYROLL,82325507.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,12,CONTRACT WAGE-PR,779514.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,15,SCHEDULE SALARY ADJ,311275.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,20,OVERTIME,5326219.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,-4444561.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,39,STUDENT AS TRAINEES,175000.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,49,WORKER'S COMPENSATION,5800000.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,91,UNIFORM ALLOWANCE,75000.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,130,POSTAGE,55000.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,138,PROF SERV-IT MAINT,11577600.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,140,PROF & TECHNICAL SERVICES,52264300.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,141,APPRAISALS,50000.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,142,ACCOUNTING AND AUDITING,356300.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,144,ENGINEERING AND ARCH,1614000.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,147,SURVEYS,25000.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,148,TESTING AND INSPECTING,1500.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,149,SOFTWARE MAINT/LICENSING,567900.00
LOCAL,740,O'HARE REVENUE FUND,85,DEPARTMENT OF AVIATION,DEPARTMENT OF AVIATION,2015,2015 - CHICAGO-O'HARE INT'L AIRPORT,152,ADVERTISING,179300.00
